date,country,arrivals,arrivals_male,arrivals_female,X
2020-01-01,ALL,2923053,1598823,1324230,0.0
2020-02-01,ALL,1997322,1186644,810678,0.0
2020-03-01,ALL,1065039,638642,426397,0.0
2020-04-01,ALL,15077,14086,991,0.0
2020-05-01,ALL,14282,13195,1087,0.0
2020-06-01,ALL,14400,13103,1297,0.0
2020-07-01,ALL,20345,17607,2738,0.0
2020-08-01,ALL,22229,19152,3077,0.0
2020-09-01,ALL,22642,19814,2828,0.0
2020-10-01,ALL,22749,20108,2641,0.0
2020-11-01,ALL,24973,22337,2636,0.0
2020-12-01,ALL,29897,27721,2176,0.0
2021-01-01,ALL,35867,33715,2152,0.0
2021-02-01,ALL,33309,31254,2055,0.0
2021-03-01,ALL,42434,38999,3435,0.0
2021-04-01,ALL,37880,34692,3188,0.0
2021-05-01,ALL,35434,33309,2125,0.0
2021-06-01,ALL,29607,28412,1195,0.0
2021-07-01,ALL,31331,29497,1834,0.0
2021-08-01,ALL,31658,29346,2312,0.0
2021-09-01,ALL,35017,32647,2370,0.0
2021-10-01,ALL,38564,34973,3591,0.0
2021-11-01,ALL,42323,37529,4794,0.0
2021-12-01,ALL,77135,60339,16796,0.0
2022-01-01,ALL,76559,60079,16480,0.0
2022-02-01,ALL,68753,55801,12952,0.0
2022-03-01,ALL,92455,72545,19910,0.0
2022-04-01,ALL,604690,382594,222096,0.0
2022-05-01,ALL,1037181,633842,403339,0.0
2022-06-01,ALL,1389092,813559,575533,0.0
2022-07-01,ALL,1699890,986785,713105,0.0
2022-08-01,ALL,1808373,1059751,748622,0.0
2022-09-01,ALL,1900183,1095258,804925,0.0
2022-10-01,ALL,2022369,1156405,865964,0.0
2022-11-01,ALL,2048419,1177765,870654,0.0
2022-12-01,ALL,2400548,1306834,1093714,0.0
2023-01-01,ALL,2234972,1254853,980119,0.0
2023-02-01,ALL,2047306,1187808,859498,0.0
2023-03-01,ALL,2388103,1355674,1032429,0.0
2023-04-01,ALL,2282367,1259274,1023093,0.0
2023-05-01,ALL,2416296,1375694,1040602,0.0
2023-06-01,ALL,2399593,1318503,1081090,0.0
2023-07-01,ALL,2829817,1550303,1279514,0.0
2023-08-01,ALL,2701427,1511318,1190109,0.0
2023-09-01,ALL,2718469,1514846,1203623,0.0
2023-10-01,ALL,2656279,1479097,1177182,0.0
2023-11-01,ALL,2663169,1473022,1190147,0.0
2023-12-01,ALL,3177506,1694180,1483326,0.0
2024-01-01,ALL,2573413,1400702,1172711,0.0
2024-02-01,ALL,2792284,1506816,1285468,0.0
2024-03-01,ALL,3253261,1737534,1515727,0.0
2024-04-01,ALL,2934252,1595109,1339143,0.0
2024-05-01,ALL,3198870,1772729,1426141,0.0
2024-06-01,ALL,3519432,1855032,1664400,0.0
2024-07-01,ALL,3528338,1862082,1666256,5.0
2020-01-01,ABW,0,0,0,0.0
2020-02-01,ABW,0,0,0,0.0
2020-03-01,ABW,0,0,0,0.0
2020-04-01,ABW,0,0,0,0.0
2020-05-01,ABW,0,0,0,0.0
2020-06-01,ABW,0,0,0,0.0
2020-07-01,ABW,0,0,0,0.0
2020-08-01,ABW,0,0,0,0.0
2020-09-01,ABW,0,0,0,0.0
2020-10-01,ABW,0,0,0,0.0
2020-11-01,ABW,0,0,0,0.0
2020-12-01,ABW,0,0,0,0.0
2021-01-01,ABW,0,0,0,0.0
2021-02-01,ABW,0,0,0,0.0
2021-03-01,ABW,0,0,0,0.0
2021-04-01,ABW,0,0,0,0.0
2021-05-01,ABW,0,0,0,0.0
2021-06-01,ABW,0,0,0,0.0
2021-07-01,ABW,0,0,0,0.0
2021-08-01,ABW,0,0,0,0.0
2021-09-01,ABW,0,0,0,0.0
2021-10-01,ABW,0,0,0,0.0
2021-11-01,ABW,0,0,0,0.0
2021-12-01,ABW,0,0,0,0.0
2022-01-01,ABW,0,0,0,0.0
2022-02-01,ABW,0,0,0,0.0
2022-03-01,ABW,0,0,0,0.0
2022-04-01,ABW,1,0,1,0.0
2022-05-01,ABW,0,0,0,0.0
2022-06-01,ABW,1,0,1,0.0
2022-07-01,ABW,0,0,0,0.0
2022-08-01,ABW,0,0,0,0.0
2022-09-01,ABW,0,0,0,0.0
2022-10-01,ABW,0,0,0,0.0
2022-11-01,ABW,0,0,0,0.0
2022-12-01,ABW,0,0,0,0.0
2023-01-01,ABW,0,0,0,0.0
2023-02-01,ABW,0,0,0,0.0
2023-03-01,ABW,0,0,0,0.0
2023-04-01,ABW,0,0,0,0.0
2023-05-01,ABW,0,0,0,0.0
2023-06-01,ABW,0,0,0,0.0
2023-07-01,ABW,0,0,0,0.0
2023-08-01,ABW,0,0,0,0.0
2023-09-01,ABW,0,0,0,0.0
2023-10-01,ABW,0,0,0,0.0
2023-11-01,ABW,0,0,0,0.0
2023-12-01,ABW,0,0,0,
2024-01-01,ABW,0,0,0,
2024-02-01,ABW,0,0,0,
2024-03-01,ABW,0,0,0,
2024-04-01,ABW,0,0,0,
2024-05-01,ABW,0,0,0,
2024-06-01,ABW,0,0,0,
2024-07-01,ABW,0,0,0,
2020-01-01,AFG,183,162,21,0.0
2020-02-01,AFG,254,191,63,0.0
2020-03-01,AFG,87,71,16,0.0
2020-04-01,AFG,0,0,0,0.0
2020-05-01,AFG,1,1,0,0.0
2020-06-01,AFG,1,1,0,0.0
2020-07-01,AFG,6,3,3,0.0
2020-08-01,AFG,2,2,0,0.0
2020-09-01,AFG,12,7,5,0.0
2020-10-01,AFG,12,7,5,0.0
2020-11-01,AFG,4,4,0,0.0
2020-12-01,AFG,2,2,0,0.0
2021-01-01,AFG,15,10,5,0.0
2021-02-01,AFG,17,15,2,0.0
2021-03-01,AFG,36,29,7,0.0
2021-04-01,AFG,30,26,4,0.0
2021-05-01,AFG,26,18,8,0.0
2021-06-01,AFG,6,3,3,0.0
2021-07-01,AFG,10,7,3,0.0
2021-08-01,AFG,15,12,3,0.0
2021-09-01,AFG,8,4,4,0.0
2021-10-01,AFG,16,11,5,0.0
2021-11-01,AFG,57,36,21,0.0
2021-12-01,AFG,68,44,24,0.0
2022-01-01,AFG,65,52,13,0.0
2022-02-01,AFG,76,53,23,0.0
2022-03-01,AFG,94,64,30,0.0
2022-04-01,AFG,103,78,25,0.0
2022-05-01,AFG,127,94,33,0.0
2022-06-01,AFG,102,73,29,0.0
2022-07-01,AFG,63,44,19,0.0
2022-08-01,AFG,74,50,24,0.0
2022-09-01,AFG,51,45,6,0.0
2022-10-01,AFG,48,31,17,0.0
2022-11-01,AFG,27,21,6,0.0
2022-12-01,AFG,35,29,6,0.0
2023-01-01,AFG,60,49,11,0.0
2023-02-01,AFG,40,36,4,0.0
2023-03-01,AFG,30,26,4,0.0
2023-04-01,AFG,35,27,8,0.0
2023-05-01,AFG,54,38,16,0.0
2023-06-01,AFG,44,34,10,0.0
2023-07-01,AFG,71,42,29,0.0
2023-08-01,AFG,94,63,31,0.0
2023-09-01,AFG,66,54,12,0.0
2023-10-01,AFG,73,57,16,0.0
2023-11-01,AFG,44,34,10,0.0
2023-12-01,AFG,73,54,19,0.0
2024-01-01,AFG,74,62,12,0.0
2024-02-01,AFG,54,38,16,0.0
2024-03-01,AFG,47,42,5,0.0
2024-04-01,AFG,77,56,21,0.0
2024-05-01,AFG,45,29,16,0.0
2024-06-01,AFG,36,27,9,0.0
2024-07-01,AFG,50,33,17,0.0
2020-01-01,AGO,9,6,3,0.0
2020-02-01,AGO,8,6,2,0.0
2020-03-01,AGO,1,0,1,0.0
2020-04-01,AGO,0,0,0,0.0
2020-05-01,AGO,0,0,0,0.0
2020-06-01,AGO,0,0,0,0.0
2020-07-01,AGO,0,0,0,0.0
2020-08-01,AGO,0,0,0,0.0
2020-09-01,AGO,0,0,0,0.0
2020-10-01,AGO,0,0,0,0.0
2020-11-01,AGO,0,0,0,0.0
2020-12-01,AGO,0,0,0,0.0
2021-01-01,AGO,0,0,0,0.0
2021-02-01,AGO,0,0,0,0.0
2021-03-01,AGO,0,0,0,0.0
2021-04-01,AGO,0,0,0,0.0
2021-05-01,AGO,0,0,0,0.0
2021-06-01,AGO,0,0,0,0.0
2021-07-01,AGO,0,0,0,0.0
2021-08-01,AGO,4,3,1,0.0
2021-09-01,AGO,0,0,0,0.0
2021-10-01,AGO,0,0,0,0.0
2021-11-01,AGO,0,0,0,0.0
2021-12-01,AGO,0,0,0,0.0
2022-01-01,AGO,4,3,1,0.0
2022-02-01,AGO,0,0,0,0.0
2022-03-01,AGO,0,0,0,0.0
2022-04-01,AGO,3,2,1,0.0
2022-05-01,AGO,2,2,0,0.0
2022-06-01,AGO,0,0,0,0.0
2022-07-01,AGO,1,0,1,0.0
2022-08-01,AGO,0,0,0,0.0
2022-09-01,AGO,12,5,7,0.0
2022-10-01,AGO,6,5,1,0.0
2022-11-01,AGO,4,4,0,0.0
2022-12-01,AGO,3,3,0,0.0
2023-01-01,AGO,1,1,0,0.0
2023-02-01,AGO,5,4,1,0.0
2023-03-01,AGO,22,20,2,0.0
2023-04-01,AGO,2,0,2,0.0
2023-05-01,AGO,6,5,1,0.0
2023-06-01,AGO,12,8,4,0.0
2023-07-01,AGO,8,8,0,0.0
2023-08-01,AGO,4,3,1,0.0
2023-09-01,AGO,7,3,4,0.0
2023-10-01,AGO,5,4,1,0.0
2023-11-01,AGO,3,3,0,0.0
2023-12-01,AGO,3,1,2,0.0
2024-01-01,AGO,10,7,3,0.0
2024-02-01,AGO,1,1,0,0.0
2024-03-01,AGO,10,4,6,0.0
2024-04-01,AGO,2,1,1,0.0
2024-05-01,AGO,2,2,0,0.0
2024-06-01,AGO,9,7,2,0.0
2024-07-01,AGO,3,2,1,0.0
2020-01-01,AIA,0,0,0,0.0
2020-02-01,AIA,0,0,0,0.0
2020-03-01,AIA,0,0,0,0.0
2020-04-01,AIA,0,0,0,0.0
2020-05-01,AIA,0,0,0,0.0
2020-06-01,AIA,0,0,0,0.0
2020-07-01,AIA,0,0,0,0.0
2020-08-01,AIA,0,0,0,0.0
2020-09-01,AIA,0,0,0,0.0
2020-10-01,AIA,0,0,0,0.0
2020-11-01,AIA,0,0,0,0.0
2020-12-01,AIA,0,0,0,0.0
2021-01-01,AIA,0,0,0,0.0
2021-02-01,AIA,0,0,0,0.0
2021-03-01,AIA,0,0,0,0.0
2021-04-01,AIA,0,0,0,0.0
2021-05-01,AIA,0,0,0,0.0
2021-06-01,AIA,0,0,0,0.0
2021-07-01,AIA,0,0,0,0.0
2021-08-01,AIA,0,0,0,0.0
2021-09-01,AIA,0,0,0,0.0
2021-10-01,AIA,0,0,0,0.0
2021-11-01,AIA,0,0,0,0.0
2021-12-01,AIA,0,0,0,0.0
2022-01-01,AIA,0,0,0,0.0
2022-02-01,AIA,0,0,0,0.0
2022-03-01,AIA,0,0,0,0.0
2022-04-01,AIA,0,0,0,0.0
2022-05-01,AIA,0,0,0,0.0
2022-06-01,AIA,0,0,0,0.0
2022-07-01,AIA,0,0,0,0.0
2022-08-01,AIA,0,0,0,0.0
2022-09-01,AIA,0,0,0,0.0
2022-10-01,AIA,0,0,0,0.0
2022-11-01,AIA,1,1,0,0.0
2022-12-01,AIA,0,0,0,0.0
2023-01-01,AIA,0,0,0,0.0
2023-02-01,AIA,0,0,0,0.0
2023-03-01,AIA,0,0,0,0.0
2023-04-01,AIA,0,0,0,0.0
2023-05-01,AIA,0,0,0,0.0
2023-06-01,AIA,0,0,0,0.0
2023-07-01,AIA,0,0,0,0.0
2023-08-01,AIA,0,0,0,0.0
2023-09-01,AIA,0,0,0,0.0
2023-10-01,AIA,0,0,0,0.0
2023-11-01,AIA,1,1,0,0.0
2023-12-01,AIA,0,0,0,
2024-01-01,AIA,0,0,0,
2024-02-01,AIA,0,0,0,
2024-03-01,AIA,1,0,1,0.0
2024-04-01,AIA,0,0,0,
2024-05-01,AIA,0,0,0,
2024-06-01,AIA,1,1,0,0.0
2024-07-01,AIA,1,0,1,0.0
2020-01-01,ALB,109,56,53,0.0
2020-02-01,ALB,57,30,27,0.0
2020-03-01,ALB,27,17,10,0.0
2020-04-01,ALB,0,0,0,0.0
2020-05-01,ALB,0,0,0,0.0
2020-06-01,ALB,0,0,0,0.0
2020-07-01,ALB,0,0,0,0.0
2020-08-01,ALB,0,0,0,0.0
2020-09-01,ALB,0,0,0,0.0
2020-10-01,ALB,3,2,1,0.0
2020-11-01,ALB,0,0,0,0.0
2020-12-01,ALB,1,1,0,0.0
2021-01-01,ALB,1,1,0,0.0
2021-02-01,ALB,0,0,0,0.0
2021-03-01,ALB,0,0,0,0.0
2021-04-01,ALB,4,3,1,0.0
2021-05-01,ALB,1,0,1,0.0
2021-06-01,ALB,1,0,1,0.0
2021-07-01,ALB,0,0,0,0.0
2021-08-01,ALB,0,0,0,0.0
2021-09-01,ALB,2,1,1,0.0
2021-10-01,ALB,1,1,0,0.0
2021-11-01,ALB,0,0,0,0.0
2021-12-01,ALB,5,4,1,0.0
2022-01-01,ALB,5,4,1,0.0
2022-02-01,ALB,3,2,1,0.0
2022-03-01,ALB,3,2,1,0.0
2022-04-01,ALB,19,11,8,0.0
2022-05-01,ALB,20,15,5,0.0
2022-06-01,ALB,13,8,5,0.0
2022-07-01,ALB,33,20,13,0.0
2022-08-01,ALB,54,35,19,0.0
2022-09-01,ALB,42,21,21,0.0
2022-10-01,ALB,64,47,17,0.0
2022-11-01,ALB,41,27,14,0.0
2022-12-01,ALB,53,32,21,0.0
2023-01-01,ALB,55,34,21,0.0
2023-02-01,ALB,37,26,11,0.0
2023-03-01,ALB,51,35,16,0.0
2023-04-01,ALB,45,35,10,0.0
2023-05-01,ALB,47,34,13,0.0
2023-06-01,ALB,26,20,6,0.0
2023-07-01,ALB,47,30,17,0.0
2023-08-01,ALB,68,42,26,0.0
2023-09-01,ALB,60,37,23,0.0
2023-10-01,ALB,62,38,24,0.0
2023-11-01,ALB,55,38,17,0.0
2023-12-01,ALB,74,53,21,0.0
2024-01-01,ALB,73,47,26,0.0
2024-02-01,ALB,46,29,17,0.0
2024-03-01,ALB,102,49,53,0.0
2024-04-01,ALB,51,28,23,0.0
2024-05-01,ALB,42,25,17,0.0
2024-06-01,ALB,46,28,18,0.0
2024-07-01,ALB,59,37,22,0.0
2020-01-01,AND,5,3,2,0.0
2020-02-01,AND,9,5,4,0.0
2020-03-01,AND,1,1,0,0.0
2020-04-01,AND,0,0,0,0.0
2020-05-01,AND,0,0,0,0.0
2020-06-01,AND,0,0,0,0.0
2020-07-01,AND,0,0,0,0.0
2020-08-01,AND,0,0,0,0.0
2020-09-01,AND,0,0,0,0.0
2020-10-01,AND,0,0,0,0.0
2020-11-01,AND,0,0,0,0.0
2020-12-01,AND,0,0,0,0.0
2021-01-01,AND,0,0,0,0.0
2021-02-01,AND,0,0,0,0.0
2021-03-01,AND,0,0,0,0.0
2021-04-01,AND,0,0,0,0.0
2021-05-01,AND,0,0,0,0.0
2021-06-01,AND,0,0,0,0.0
2021-07-01,AND,0,0,0,0.0
2021-08-01,AND,0,0,0,0.0
2021-09-01,AND,0,0,0,0.0
2021-10-01,AND,0,0,0,0.0
2021-11-01,AND,0,0,0,0.0
2021-12-01,AND,0,0,0,0.0
2022-01-01,AND,0,0,0,0.0
2022-02-01,AND,0,0,0,0.0
2022-03-01,AND,0,0,0,0.0
2022-04-01,AND,2,2,0,0.0
2022-05-01,AND,2,1,1,0.0
2022-06-01,AND,3,1,2,0.0
2022-07-01,AND,5,2,3,0.0
2022-08-01,AND,5,2,3,0.0
2022-09-01,AND,9,5,4,0.0
2022-10-01,AND,6,3,3,0.0
2022-11-01,AND,4,1,3,0.0
2022-12-01,AND,0,0,0,0.0
2023-01-01,AND,3,1,2,0.0
2023-02-01,AND,5,3,2,0.0
2023-03-01,AND,0,0,0,0.0
2023-04-01,AND,4,2,2,0.0
2023-05-01,AND,3,2,1,0.0
2023-06-01,AND,1,1,0,0.0
2023-07-01,AND,7,3,4,0.0
2023-08-01,AND,17,8,9,0.0
2023-09-01,AND,8,4,4,0.0
2023-10-01,AND,15,11,4,0.0
2023-11-01,AND,9,4,5,0.0
2023-12-01,AND,16,8,8,0.0
2024-01-01,AND,1,1,0,0.0
2024-02-01,AND,6,2,4,0.0
2024-03-01,AND,14,8,6,0.0
2024-04-01,AND,5,3,2,0.0
2024-05-01,AND,15,13,2,0.0
2024-06-01,AND,14,10,4,0.0
2024-07-01,AND,30,14,16,0.0
2020-01-01,ANT,0,0,0,0.0
2020-02-01,ANT,0,0,0,0.0
2020-03-01,ANT,0,0,0,0.0
2020-04-01,ANT,0,0,0,0.0
2020-05-01,ANT,0,0,0,0.0
2020-06-01,ANT,0,0,0,0.0
2020-07-01,ANT,0,0,0,0.0
2020-08-01,ANT,0,0,0,0.0
2020-09-01,ANT,0,0,0,0.0
2020-10-01,ANT,0,0,0,0.0
2020-11-01,ANT,0,0,0,0.0
2020-12-01,ANT,0,0,0,0.0
2021-01-01,ANT,0,0,0,0.0
2021-02-01,ANT,0,0,0,0.0
2021-03-01,ANT,0,0,0,0.0
2021-04-01,ANT,0,0,0,0.0
2021-05-01,ANT,0,0,0,0.0
2021-06-01,ANT,0,0,0,0.0
2021-07-01,ANT,1,0,1,0.0
2021-08-01,ANT,0,0,0,0.0
2021-09-01,ANT,0,0,0,0.0
2021-10-01,ANT,0,0,0,0.0
2021-11-01,ANT,0,0,0,0.0
2021-12-01,ANT,0,0,0,0.0
2022-01-01,ANT,0,0,0,0.0
2022-02-01,ANT,0,0,0,0.0
2022-03-01,ANT,0,0,0,0.0
2022-04-01,ANT,0,0,0,0.0
2022-05-01,ANT,0,0,0,0.0
2022-06-01,ANT,0,0,0,0.0
2022-07-01,ANT,0,0,0,0.0
2022-08-01,ANT,0,0,0,0.0
2022-09-01,ANT,0,0,0,0.0
2022-10-01,ANT,0,0,0,0.0
2022-11-01,ANT,0,0,0,0.0
2022-12-01,ANT,0,0,0,0.0
2023-01-01,ANT,0,0,0,0.0
2023-02-01,ANT,0,0,0,0.0
2023-03-01,ANT,0,0,0,0.0
2023-04-01,ANT,0,0,0,0.0
2023-05-01,ANT,0,0,0,0.0
2023-06-01,ANT,0,0,0,0.0
2023-07-01,ANT,0,0,0,0.0
2023-08-01,ANT,0,0,0,0.0
2023-09-01,ANT,0,0,0,0.0
2023-10-01,ANT,0,0,0,0.0
2023-11-01,ANT,0,0,0,0.0
2023-12-01,ANT,0,0,0,
2024-01-01,ANT,1,0,1,0.0
2024-02-01,ANT,0,0,0,
2024-03-01,ANT,0,0,0,
2024-04-01,ANT,0,0,0,
2024-05-01,ANT,0,0,0,
2024-06-01,ANT,0,0,0,
2024-07-01,ANT,1,1,0,0.0
2020-01-01,ARE,401,272,129,0.0
2020-02-01,ARE,252,181,71,0.0
2020-03-01,ARE,64,53,11,0.0
2020-04-01,ARE,2,2,0,0.0
2020-05-01,ARE,0,0,0,0.0
2020-06-01,ARE,2,2,0,0.0
2020-07-01,ARE,5,1,4,0.0
2020-08-01,ARE,8,5,3,0.0
2020-09-01,ARE,1,0,1,0.0
2020-10-01,ARE,6,4,2,0.0
2020-11-01,ARE,0,0,0,0.0
2020-12-01,ARE,10,5,5,0.0
2021-01-01,ARE,8,7,1,0.0
2021-02-01,ARE,2,1,1,0.0
2021-03-01,ARE,4,4,0,0.0
2021-04-01,ARE,5,4,1,0.0
2021-05-01,ARE,11,6,5,0.0
2021-06-01,ARE,1,0,1,0.0
2021-07-01,ARE,1,1,0,0.0
2021-08-01,ARE,1,1,0,0.0
2021-09-01,ARE,45,44,1,0.0
2021-10-01,ARE,2,2,0,0.0
2021-11-01,ARE,2,1,1,0.0
2021-12-01,ARE,21,15,6,0.0
2022-01-01,ARE,10,7,3,0.0
2022-02-01,ARE,6,5,1,0.0
2022-03-01,ARE,34,19,15,0.0
2022-04-01,ARE,65,38,27,0.0
2022-05-01,ARE,230,158,72,0.0
2022-06-01,ARE,195,132,63,0.0
2022-07-01,ARE,711,371,340,0.0
2022-08-01,ARE,645,339,306,0.0
2022-09-01,ARE,234,175,59,0.0
2022-10-01,ARE,356,259,97,0.0
2022-11-01,ARE,404,278,126,0.0
2022-12-01,ARE,734,377,357,0.0
2023-01-01,ARE,286,177,109,0.0
2023-02-01,ARE,286,197,89,0.0
2023-03-01,ARE,241,174,67,0.0
2023-04-01,ARE,210,126,84,0.0
2023-05-01,ARE,606,453,153,0.0
2023-06-01,ARE,766,421,345,0.0
2023-07-01,ARE,2215,1098,1117,0.0
2023-08-01,ARE,1518,791,727,0.0
2023-09-01,ARE,379,253,126,0.0
2023-10-01,ARE,427,262,165,0.0
2023-11-01,ARE,385,245,140,0.0
2023-12-01,ARE,1156,603,553,0.0
2024-01-01,ARE,366,244,122,0.0
2024-02-01,ARE,392,247,145,0.0
2024-03-01,ARE,176,110,66,0.0
2024-04-01,ARE,528,303,225,0.0
2024-05-01,ARE,320,201,119,0.0
2024-06-01,ARE,726,410,316,0.0
2024-07-01,ARE,1734,843,891,0.0
2020-01-01,ARG,1467,762,705,0.0
2020-02-01,ARG,824,444,380,0.0
2020-03-01,ARG,511,270,241,0.0
2020-04-01,ARG,0,0,0,0.0
2020-05-01,ARG,0,0,0,0.0
2020-06-01,ARG,0,0,0,0.0
2020-07-01,ARG,4,2,2,0.0
2020-08-01,ARG,2,0,2,0.0
2020-09-01,ARG,1,1,0,0.0
2020-10-01,ARG,1,0,1,0.0
2020-11-01,ARG,3,3,0,0.0
2020-12-01,ARG,10,5,5,0.0
2021-01-01,ARG,13,4,9,0.0
2021-02-01,ARG,4,4,0,0.0
2021-03-01,ARG,8,6,2,0.0
2021-04-01,ARG,2,1,1,0.0
2021-05-01,ARG,6,6,0,0.0
2021-06-01,ARG,7,4,3,0.0
2021-07-01,ARG,10,8,2,0.0
2021-08-01,ARG,19,13,6,0.0
2021-09-01,ARG,4,1,3,0.0
2021-10-01,ARG,12,7,5,0.0
2021-11-01,ARG,1,0,1,0.0
2021-12-01,ARG,11,5,6,0.0
2022-01-01,ARG,42,24,18,0.0
2022-02-01,ARG,19,13,6,0.0
2022-03-01,ARG,25,15,10,0.0
2022-04-01,ARG,100,72,28,0.0
2022-05-01,ARG,172,105,67,0.0
2022-06-01,ARG,184,109,75,0.0
2022-07-01,ARG,282,164,118,0.0
2022-08-01,ARG,259,144,115,0.0
2022-09-01,ARG,296,171,125,0.0
2022-10-01,ARG,381,211,170,0.0
2022-11-01,ARG,361,220,141,0.0
2022-12-01,ARG,311,164,147,0.0
2023-01-01,ARG,710,379,331,0.0
2023-02-01,ARG,456,263,193,0.0
2023-03-01,ARG,536,292,244,0.0
2023-04-01,ARG,523,270,253,0.0
2023-05-01,ARG,457,246,211,0.0
2023-06-01,ARG,313,180,133,0.0
2023-07-01,ARG,503,266,237,0.0
2023-08-01,ARG,484,256,228,0.0
2023-09-01,ARG,484,270,214,0.0
2023-10-01,ARG,512,295,217,0.0
2023-11-01,ARG,556,312,244,0.0
2023-12-01,ARG,628,316,312,0.0
2024-01-01,ARG,1211,586,625,0.0
2024-02-01,ARG,782,399,383,0.0
2024-03-01,ARG,767,405,362,0.0
2024-04-01,ARG,657,323,334,0.0
2024-05-01,ARG,571,307,264,0.0
2024-06-01,ARG,549,292,257,0.0
2024-07-01,ARG,534,266,268,0.0
2020-01-01,ARM,91,27,64,0.0
2020-02-01,ARM,69,38,31,0.0
2020-03-01,ARM,24,12,12,0.0
2020-04-01,ARM,0,0,0,0.0
2020-05-01,ARM,0,0,0,0.0
2020-06-01,ARM,0,0,0,0.0
2020-07-01,ARM,0,0,0,0.0
2020-08-01,ARM,0,0,0,0.0
2020-09-01,ARM,0,0,0,0.0
2020-10-01,ARM,0,0,0,0.0
2020-11-01,ARM,0,0,0,0.0
2020-12-01,ARM,0,0,0,0.0
2021-01-01,ARM,0,0,0,0.0
2021-02-01,ARM,1,0,1,0.0
2021-03-01,ARM,1,0,1,0.0
2021-04-01,ARM,1,1,0,0.0
2021-05-01,ARM,1,0,1,0.0
2021-06-01,ARM,0,0,0,0.0
2021-07-01,ARM,3,2,1,0.0
2021-08-01,ARM,0,0,0,0.0
2021-09-01,ARM,0,0,0,0.0
2021-10-01,ARM,0,0,0,0.0
2021-11-01,ARM,0,0,0,0.0
2021-12-01,ARM,1,0,1,0.0
2022-01-01,ARM,6,2,4,0.0
2022-02-01,ARM,1,0,1,0.0
2022-03-01,ARM,2,0,2,0.0
2022-04-01,ARM,10,3,7,0.0
2022-05-01,ARM,11,4,7,0.0
2022-06-01,ARM,17,5,12,0.0
2022-07-01,ARM,32,17,15,0.0
2022-08-01,ARM,22,12,10,0.0
2022-09-01,ARM,36,20,16,0.0
2022-10-01,ARM,34,21,13,0.0
2022-11-01,ARM,32,12,20,0.0
2022-12-01,ARM,55,26,29,0.0
2023-01-01,ARM,56,27,29,0.0
2023-02-01,ARM,45,20,25,0.0
2023-03-01,ARM,131,53,78,0.0
2023-04-01,ARM,50,34,16,0.0
2023-05-01,ARM,72,35,37,0.0
2023-06-01,ARM,112,37,75,0.0
2023-07-01,ARM,135,52,83,0.0
2023-08-01,ARM,54,27,27,0.0
2023-09-01,ARM,60,35,25,0.0
2023-10-01,ARM,282,87,195,0.0
2023-11-01,ARM,39,23,16,0.0
2023-12-01,ARM,63,30,33,0.0
2024-01-01,ARM,119,57,62,0.0
2024-02-01,ARM,176,65,111,0.0
2024-03-01,ARM,67,23,44,0.0
2024-04-01,ARM,109,34,75,0.0
2024-05-01,ARM,68,37,31,0.0
2024-06-01,ARM,70,37,33,0.0
2024-07-01,ARM,56,21,35,0.0
2020-01-01,ATA,0,0,0,0.0
2020-02-01,ATA,1,0,1,0.0
2020-03-01,ATA,0,0,0,0.0
2020-04-01,ATA,0,0,0,0.0
2020-05-01,ATA,0,0,0,0.0
2020-06-01,ATA,0,0,0,0.0
2020-07-01,ATA,0,0,0,0.0
2020-08-01,ATA,0,0,0,0.0
2020-09-01,ATA,0,0,0,0.0
2020-10-01,ATA,0,0,0,0.0
2020-11-01,ATA,0,0,0,0.0
2020-12-01,ATA,0,0,0,0.0
2021-01-01,ATA,0,0,0,0.0
2021-02-01,ATA,0,0,0,0.0
2021-03-01,ATA,0,0,0,0.0
2021-04-01,ATA,0,0,0,0.0
2021-05-01,ATA,0,0,0,0.0
2021-06-01,ATA,0,0,0,0.0
2021-07-01,ATA,0,0,0,0.0
2021-08-01,ATA,0,0,0,0.0
2021-09-01,ATA,0,0,0,0.0
2021-10-01,ATA,0,0,0,0.0
2021-11-01,ATA,0,0,0,0.0
2021-12-01,ATA,0,0,0,0.0
2022-01-01,ATA,0,0,0,0.0
2022-02-01,ATA,0,0,0,0.0
2022-03-01,ATA,0,0,0,0.0
2022-04-01,ATA,1,0,1,0.0
2022-05-01,ATA,1,1,0,0.0
2022-06-01,ATA,0,0,0,0.0
2022-07-01,ATA,0,0,0,0.0
2022-08-01,ATA,0,0,0,0.0
2022-09-01,ATA,0,0,0,0.0
2022-10-01,ATA,0,0,0,0.0
2022-11-01,ATA,0,0,0,0.0
2022-12-01,ATA,0,0,0,0.0
2023-01-01,ATA,0,0,0,0.0
2023-02-01,ATA,0,0,0,0.0
2023-03-01,ATA,0,0,0,0.0
2023-04-01,ATA,0,0,0,0.0
2023-05-01,ATA,0,0,0,0.0
2023-06-01,ATA,0,0,0,0.0
2023-07-01,ATA,0,0,0,0.0
2023-08-01,ATA,0,0,0,0.0
2023-09-01,ATA,0,0,0,0.0
2023-10-01,ATA,0,0,0,0.0
2023-11-01,ATA,0,0,0,0.0
2023-12-01,ATA,2,1,1,0.0
2024-01-01,ATA,0,0,0,
2024-02-01,ATA,0,0,0,
2024-03-01,ATA,1,1,0,0.0
2024-04-01,ATA,0,0,0,
2024-05-01,ATA,0,0,0,
2024-06-01,ATA,0,0,0,
